0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,0,
-1,0,0,4383,0,0,0,0,0,0,0,0,0,815030,0,745078,0,0,0,0,0,0,0,0,0,0,129866,0,0,0,0,331717,0,0,-1,0,173160,399776,0,0,0,0,0,-1,132343,0,0,0,0,0,0,0,0,0,154747,0,0,0,0,0,0,0,0,814521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226750,0,972285,0,0,0,0,0,0,296018,484738,0,0,0,
0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,-1,-1,
-1,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,0,-1,0,-1,-1,0,0,0,
0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,0,-1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973,0,14787,0,0,0,16144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60408,0,0,0,0,0,0,0,0,0,0,0,0,5251,0,0,0,19,0,0,6172,0,0,0,0,77391,0,0,0,4105,0,0,0,0,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,587476,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,643442,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,963029,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,625759,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,694170,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,525174,
-1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,
0,0,106030,0,0,0,0,0,0,0,0,0,0,0,92185,0,0,5320,0,5118,0,0,0,0,0,241255,0,107590,0,0,0,0,0,0,0,0,0,0,0,91408,75,0,0,0,0,0,0,0,0,0,0,5604,0,43169,0,0,58935,420833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54887,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
