0,229,0,270,0,0,0,3608,0,0,2034,0,0,18007,0,14638,0,0,0,0,0,0,0,457,2035,0,0,0,10576,0,0,227,0,0,0,45,2035,0,0,0,0,0,0,451,0,0,0,0,0,0,3378,0,0,0,0,2565,0,0,2475,3015,0,0,0,1808,0,1812,0,0,0,0,330,0,0,0,0,0,0,0,0,315,0,0,4,4957,4365,0,5940,0,9,0,5404,0,6308,0,0,1582,285,0,0,0,
913,0,0,9226,0,0,0,0,0,0,0,0,0,13058,0,14639,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1800,0,0,11100,0,5859,300,0,0,0,0,0,120,930,0,0,0,0,0,0,0,0,0,4284,0,0,0,0,0,0,0,0,25882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,0,10,0,0,0,0,0,0,1583,18960,0,0,0,
0,0,0,0,8640,0,1128,0,255,0,0,0,0,0,12151,0,0,11805,0,3831,0,2483,0,0,0,0,0,0,3826,0,25980,0,0,0,0,0,0,0,30,10353,3385,0,6527,0,0,9555,0,0,0,0,0,0,2713,0,0,0,22953,2260,0,0,0,4732,0,0,0,4287,0,0,0,0,0,0,0,0,0,237,0,0,46440,345,0,0,0,0,0,0,0,0,0,2029,3154,0,0,17113,0,0,0,9678,1350,462,
1635,4501,0,0,8670,0,0,44102,0,0,2934,0,0,906,0,227,0,0,0,0,0,2483,0,2936,0,0,0,0,4064,0,8559,227,0,0,6309,675,2035,5190,38250,0,0,0,27677,0,0,0,3829,0,0,0,6536,0,0,0,6308,0,0,0,2487,4961,0,0,0,1808,0,682,0,0,0,0,2250,0,0,0,0,0,0,0,3826,13053,0,0,0,9458,13730,0,19581,0,2025,0,454,0,0,30838,0,3157,345,0,0,0,
0,0,1665,6761,0,0,1583,13110,0,0,0,0,0,0,460,1425,0,2252,1845,0,0,2745,0,0,0,0,0,0,2355,0,2926,0,735,0,9451,0,0,10,5413,0,0,3390,1809,0,237,234,0,0,0,1355,0,0,2263,0,3153,0,0,0,7950,0,8562,0,0,0,0,8564,0,0,0,0,6,0,0,0,0,0,0,8327,5,6533,0,0,0,0,0,0,42305,0,120,0,6082,0,0,10875,0,0,0,2055,0,2775,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,0,451,0,0,0,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0,0,7275,0,0,464,0,0,0,0,1133,0,0,0,1358,0,0,0,0,2565,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,
0,0,3045,0,1133,0,0,0,0,0,0,0,0,0,0,0,1,0,1410,0,0,0,0,0,0,0,0,0,0,0,1355,0,231,0,0,0,0,3612,0,0,0,1357,0,0,0,2038,0,0,0,0,0,0,9230,0,0,0,0,0,0,0,904,8111,0,0,1,0,0,0,0,0,0,2520,0,0,0,0,0,11484,13,0,0,7209,0,0,0,0,0,0,0,0,0,0,0,6405,0,0,0,17385,0,315,
227,0,0,5177,285,0,0,0,0,0,2036,0,8415,3609,0,270,0,0,0,0,0,20481,0,457,0,0,0,0,10578,0,300,0,0,0,0,31513,3608,21450,5413,0,0,0,2704,0,0,0,28650,0,0,0,1356,0,0,0,1020,0,0,0,2477,21240,0,0,0,24081,0,1814,0,0,0,0,20550,0,0,0,0,0,0,0,8835,11565,0,0,0,4959,3915,0,3240,0,11,0,4956,0,0,1354,0,0,2310,0,0,0,
0,0,720,0,0,0,0,0,0,0,0,0,0,0,6989,0,0,36679,0,6,0,0,0,0,0,15756,0,2115,0,0,0,0,0,0,0,0,0,0,0,4287,5410,0,0,0,0,0,0,0,0,0,0,225,0,459,0,0,908,6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
